CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1624,3,4,141,164,101,39,41,110,670,64,15,1,0,0,0,0,0,0,1346,2,111,1459,1218
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1625,3,3,94,222,60,42,49,58,442,31,18,2,0,1,0,0,0,0,1019,1,103,1123,1800
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1626,1,1,22,31,70,20,34,6,96,2,10,0,1,1,0,0,0,0,293,0,39,332,558
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1627,1,1,23,24,34,15,23,12,91,14,5,0,0,0,0,0,0,0,241,0,19,260,450
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1628,1,1,26,31,9,17,37,6,91,10,2,1,0,0,0,0,0,0,230,0,31,261,414
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1629,1,1,5,11,9,4,3,3,43,1,3,0,0,0,0,0,0,0,82,0,14,96,149
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1630,2,2,52,106,121,32,55,14,87,9,12,1,1,0,0,0,0,0,490,0,41,531,879
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1631,1,1,4,10,8,7,4,4,49,9,0,0,0,0,0,0,0,0,95,0,13,108,166
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1632,1,1,1,8,6,7,5,2,68,3,0,0,0,0,0,0,0,0,100,0,6,106,178
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1633,1,1,30,28,8,26,33,18,270,6,7,0,0,1,0,0,0,0,427,0,43,470,732
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1634,2,2,29,24,28,9,15,18,174,9,5,0,0,0,0,0,0,0,311,0,44,355,553
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1635,1,1,8,23,23,17,13,12,138,6,0,0,0,0,0,0,0,0,240,0,50,290,489
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1636,3,3,47,68,84,42,83,30,580,18,17,1,0,0,0,0,0,0,970,0,88,1058,1613
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1637,2,2,62,66,56,32,48,29,390,22,18,4,0,1,0,0,0,0,728,2,69,799,1385
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1638,3,3,32,53,84,55,51,21,245,14,9,3,1,1,0,0,0,0,569,0,64,633,1251
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1639,2,2,13,53,58,17,21,10,121,2,8,2,0,1,0,0,0,0,306,0,34,340,508
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1640,1,1,10,51,15,32,28,9,145,9,3,0,0,2,0,0,0,0,304,0,46,350,623
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1688,1,1,29,49,3,61,18,4,114,9,0,0,0,0,0,0,0,0,287,0,33,320,486
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1689,3,3,60,38,26,115,173,15,281,18,3,1,1,0,0,0,0,0,731,0,52,783,1496
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1690,1,1,17,24,3,35,12,6,77,14,0,2,0,0,0,0,0,0,190,0,9,199,318
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1691,1,1,31,44,7,197,23,15,109,12,2,0,1,0,0,0,0,0,441,0,39,480,733
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1692,1,1,17,10,1,185,5,4,72,3,0,1,0,0,0,0,0,0,298,0,18,316,453
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1693,2,2,53,56,10,114,23,6,113,10,1,1,0,0,0,0,0,0,387,0,45,432,777
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1694,2,2,45,22,3,352,16,17,155,7,4,0,1,0,0,0,0,0,622,0,28,650,970
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1695,2,2,54,90,108,126,46,12,146,18,5,1,0,1,0,0,0,0,607,0,38,645,1085
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1696,2,2,41,42,6,63,20,8,136,8,2,4,0,1,0,0,0,0,331,0,26,357,775
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1697,2,2,63,54,8,149,17,16,124,9,3,5,0,0,0,0,0,0,448,0,25,473,1088
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1698,1,1,33,9,0,7,2,0,19,5,2,0,0,0,0,0,0,0,77,0,4,81,102
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1699,1,1,61,50,5,38,14,5,55,5,1,3,0,0,0,0,0,0,237,0,26,263,402
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1700,2,2,67,32,4,90,47,18,143,7,1,0,0,0,0,0,0,0,409,0,28,437,798
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1731,2,2,58,212,21,35,18,46,419,41,22,1,0,0,0,0,0,0,873,0,54,927,1428
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1732,2,2,38,149,12,36,19,29,365,18,1,2,0,0,0,0,0,0,669,1,35,705,1262
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1733,2,2,40,108,9,32,27,15,257,10,3,0,0,1,0,0,0,0,502,0,38,540,878
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1734,2,2,36,104,13,32,30,18,380,15,7,1,0,1,0,0,0,0,637,0,34,671,1019
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1735,2,2,41,125,14,41,53,23,297,17,3,2,1,1,0,0,0,0,618,0,54,672,1154
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1736,2,2,38,113,21,47,46,30,271,13,1,1,0,0,0,0,0,0,581,0,54,635,1040
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1737,2,2,67,271,11,37,20,42,314,16,4,4,0,1,0,0,0,0,787,1,30,818,1310
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1738,3,3,47,152,14,64,44,60,568,79,4,2,1,0,0,0,0,0,1035,2,80,1117,1845
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1739,2,2,47,148,10,49,44,37,336,29,4,6,0,2,0,0,0,0,712,0,65,777,1384
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1740,2,2,24,75,4,41,33,21,399,17,4,1,0,0,0,0,0,0,619,0,53,672,1236
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1741,2,2,48,99,14,32,27,27,352,33,3,0,1,0,0,0,0,0,636,0,35,671,1036
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1742,3,3,90,194,11,62,29,46,558,24,13,6,0,0,0,0,0,0,1033,0,84,1117,1809
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1743,2,2,29,114,14,17,20,25,314,20,9,1,0,0,0,0,0,0,563,1,40,604,1115
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1744,3,3,44,197,12,48,39,71,654,48,8,2,0,0,0,0,0,0,1123,0,79,1202,2016
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1745,1,1,17,57,5,26,13,15,303,24,1,5,0,0,0,0,0,0,466,0,32,498,669
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1746,3,3,43,110,9,51,48,41,497,41,4,1,0,0,0,0,0,0,845,0,68,913,1783
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1747,1,1,21,55,1,23,23,22,274,18,1,1,0,0,0,0,0,0,439,0,54,493,690
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1748,2,2,37,157,12,46,31,17,437,36,9,1,0,0,0,0,0,0,783,0,88,871,1215
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1749,2,2,41,120,9,40,54,21,321,9,6,0,0,1,0,0,0,0,622,0,63,685,1254
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1750,2,2,31,202,9,53,21,22,272,17,4,2,0,0,0,0,0,0,633,1,62,696,1146
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1751,1,1,9,72,7,17,27,12,190,10,10,1,0,1,0,0,0,0,356,0,38,394,586
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1752,1,1,8,139,2,3,5,5,68,2,0,1,0,0,0,0,0,0,233,0,9,242,326
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1753,2,2,20,170,17,21,160,16,319,14,3,1,1,0,0,0,0,0,742,5,44,791,1165
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1754,3,3,25,330,18,46,53,24,288,58,16,3,0,1,0,0,0,0,862,1,58,921,1543
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1755,1,1,13,104,7,33,13,5,185,22,4,0,0,0,0,0,0,0,386,0,44,430,593
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1756,1,1,13,172,3,16,11,5,120,7,3,3,0,0,0,0,0,0,353,0,10,363,541
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1757,2,2,17,110,4,24,44,15,321,15,0,1,0,0,0,0,0,0,551,0,35,586,892
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1758,2,2,19,128,6,27,36,8,285,10,5,0,0,0,0,0,0,0,524,0,12,536,787
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1759,1,1,23,97,1,13,26,8,138,5,2,1,0,0,0,0,0,0,314,0,12,326,477
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1760,2,2,23,129,2,24,29,13,219,6,2,0,3,0,0,0,0,0,450,0,52,502,830
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1761,1,1,13,55,6,0,58,9,110,7,1,0,0,0,0,0,0,0,259,0,29,288,468
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1762,1,1,5,131,3,7,11,4,138,2,3,0,2,0,0,0,0,0,306,0,30,336,448
3,30,VERACRUZ,4,ALAMO TEMAPACHE,82,IXHUATLAN DE MADERO,1763,4,4,172,477,31,41,46,25,229,31,14,7,1,2,0,0,0,0,1076,0,105,1181,2340
3,30,VERACRUZ,4,ALAMO TEMAPACHE,169,TEXCATEPEC,3799,3,3,416,315,28,54,25,17,494,19,23,9,3,0,0,0,0,0,1403,0,41,1444,2161
3,30,VERACRUZ,4,ALAMO TEMAPACHE,169,TEXCATEPEC,3800,5,5,507,304,25,32,33,50,635,28,11,4,1,0,0,0,0,0,1630,0,80,1710,2399
3,30,VERACRUZ,4,ALAMO TEMAPACHE,169,TEXCATEPEC,3801,2,2,151,55,10,26,12,14,417,17,5,3,2,0,0,0,0,0,712,0,51,763,1229
3,30,VERACRUZ,4,ALAMO TEMAPACHE,169,TEXCATEPEC,3802,1,1,50,16,4,10,8,8,98,6,4,1,0,0,0,0,0,0,205,0,26,231,379
3,30,VERACRUZ,4,ALAMO TEMAPACHE,169,TEXCATEPEC,3803,4,4,499,106,17,48,11,14,398,10,5,2,5,1,0,0,0,0,1116,0,37,1153,1662
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4001,3,3,220,179,4,43,35,100,562,46,7,4,0,1,0,0,0,0,1201,0,69,1270,2143
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4002,1,1,51,8,3,3,17,6,102,4,1,0,0,0,0,0,0,0,195,0,13,208,288
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4003,4,4,292,156,6,22,33,29,293,18,24,7,1,1,0,0,0,0,882,0,80,962,1771
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4004,1,1,79,29,4,13,14,10,354,4,0,0,0,2,0,0,0,0,509,0,29,538,695
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4005,2,2,77,110,73,160,25,40,260,16,9,0,0,1,0,0,0,0,771,0,56,827,1253
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4006,1,1,50,46,1,12,9,17,122,6,0,3,0,0,0,0,0,0,266,0,27,293,570
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4007,1,1,35,11,0,9,4,4,71,5,1,0,0,0,0,0,0,0,140,0,16,156,221
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4008,1,1,17,18,3,5,40,21,137,3,1,0,0,0,0,0,0,0,245,0,15,260,447
3,30,VERACRUZ,4,ALAMO TEMAPACHE,179,TLACHICHILCO,4009,2,2,101,28,4,19,34,22,227,8,4,8,0,0,0,0,0,0,455,0,26,481,880
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4551,2,2,180,70,43,19,45,33,301,12,14,2,2,1,0,0,0,0,722,0,51,773,1288
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4552,2,2,84,45,34,20,24,37,432,14,2,4,0,1,0,0,0,0,697,0,51,748,1074
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4553,2,2,70,44,50,16,23,19,365,13,5,1,2,0,0,0,0,0,608,0,38,646,927
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4554,2,2,111,12,5,7,7,9,95,6,4,0,1,1,0,0,0,0,258,0,10,268,365
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4555,2,2,88,9,8,13,26,6,157,0,3,1,1,0,0,0,0,0,312,0,18,330,456
3,30,VERACRUZ,4,ALAMO TEMAPACHE,198,ZACUALPAN,4556,2,2,40,24,16,10,74,17,268,6,3,0,0,0,0,0,0,0,458,0,41,499,765
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4598,2,2,165,59,12,39,22,34,176,17,4,3,3,0,0,0,0,0,534,0,61,595,1055
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4599,2,2,93,49,7,55,13,42,234,19,3,1,0,0,0,0,0,0,516,0,56,572,1001
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4600,2,2,74,56,8,51,27,40,224,26,4,1,0,1,0,0,0,0,512,0,57,569,942
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4601,3,3,80,55,9,54,34,52,397,27,8,2,0,0,0,0,0,0,718,0,72,790,1337
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4602,2,2,89,43,10,36,28,33,191,12,10,6,1,0,0,0,0,0,459,0,45,504,941
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4603,3,3,200,83,11,132,32,44,469,30,11,4,1,1,0,0,0,0,1018,0,87,1105,1725
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4604,2,2,91,40,15,33,33,40,200,17,3,2,3,0,0,0,0,0,477,0,45,522,1021
3,30,VERACRUZ,4,ALAMO TEMAPACHE,202,ZONTECOMATLAN,4605,4,4,333,96,14,94,39,51,348,25,8,14,2,0,0,0,0,0,1024,0,80,1104,1899
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,0,VOTO ANTICIPADO,0,0,2,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,16,0,0,16,18
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,932,2,2,45,40,22,15,11,61,362,14,5,0,0,0,20,1,2,6,604,0,11,615,1011
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,934,4,4,103,63,21,23,24,104,606,22,10,1,0,0,49,2,9,4,1041,0,24,1065,2459
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,935,2,2,66,35,13,18,14,71,446,14,11,1,0,0,21,0,6,0,716,0,14,730,1122
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,936,2,2,90,80,21,25,14,100,501,15,14,1,0,0,30,0,11,6,908,0,9,917,1498
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,937,3,3,85,49,34,36,29,156,761,18,6,0,0,0,45,3,7,2,1231,1,35,1267,2046
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,938,3,3,79,70,18,33,23,121,561,19,8,0,0,1,36,1,7,0,977,1,21,999,1610
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,939,2,2,57,50,20,8,7,101,335,19,9,0,0,0,12,0,2,5,625,1,10,636,1021
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,940,3,3,86,42,27,31,23,118,559,16,3,0,0,0,36,1,9,11,962,0,27,989,1625
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,941,2,2,79,61,18,21,11,108,430,16,4,2,0,0,19,1,7,4,781,2,14,797,1331
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,942,1,1,19,12,5,15,7,44,229,3,3,1,0,0,10,0,5,1,354,1,17,372,695
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,943,3,3,54,40,22,31,23,123,559,11,10,1,0,0,25,2,4,6,911,1,28,940,1757
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,944,2,2,56,33,20,21,9,80,319,6,1,1,0,0,25,3,4,2,580,0,23,603,1099
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,945,2,2,10,12,11,23,8,32,373,8,1,0,0,0,12,3,3,1,497,0,21,518,887
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,946,4,4,97,43,14,33,35,82,756,35,4,2,1,0,44,6,6,8,1166,0,45,1211,2266
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,947,1,1,18,9,11,19,9,31,224,6,2,0,0,0,11,0,4,0,344,0,8,352,649
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,948,5,5,106,48,19,55,28,111,975,19,15,2,2,0,34,9,13,10,1446,1,69,1516,3335
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,949,1,1,28,12,6,89,3,21,246,5,1,0,0,0,5,0,2,1,419,0,11,430,674
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,950,1,1,17,9,1,9,1,17,155,6,0,1,0,0,4,0,2,0,222,0,4,226,405
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,951,1,1,7,9,5,5,3,5,40,1,1,0,0,0,6,0,1,1,84,0,3,87,136
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,952,2,2,55,30,12,45,38,35,514,16,5,0,1,0,16,1,7,5,780,0,35,815,1492
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,953,1,1,13,5,2,9,3,10,106,3,0,0,0,0,1,0,3,0,155,0,3,158,242
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,954,1,1,11,9,2,21,8,10,150,1,2,0,0,0,3,0,1,0,218,0,8,226,356
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,955,3,3,100,39,27,41,38,76,516,15,12,2,0,0,21,2,5,3,897,0,36,933,1782
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,956,1,1,11,15,6,9,8,24,83,0,1,0,1,0,4,0,1,0,163,0,12,175,258
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,957,1,1,7,1,7,15,8,16,136,1,0,0,0,0,9,0,1,0,201,0,9,210,319
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,958,1,1,19,16,7,16,20,9,224,11,0,0,0,0,9,0,3,1,335,0,13,348,543
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,959,1,1,12,11,16,14,13,18,237,8,0,0,0,0,0,0,0,0,329,0,14,343,542
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,960,1,1,8,11,15,23,19,20,172,4,6,1,0,0,13,7,5,1,305,2,9,316,709
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,4963,3,3,66,22,23,36,16,106,556,33,5,0,0,0,41,1,2,1,908,0,27,935,1882
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,4964,4,4,116,62,26,32,24,121,618,41,11,3,0,0,43,1,4,4,1106,0,19,1125,2552
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,4965,4,4,203,119,33,34,32,223,865,58,28,1,0,0,63,0,2,4,1665,2,36,1703,2675
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,42,COATZINTLA,4966,2,2,54,82,17,17,8,86,363,6,6,0,0,8,6,1,3,3,660,1,12,673,1029
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3109,3,3,146,62,27,28,17,124,667,22,16,4,0,0,50,1,12,2,1178,1,38,1217,2030
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3110,2,2,80,43,16,20,9,77,362,19,9,1,0,0,30,0,7,2,675,0,10,685,1082
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3111,6,7,386,158,49,86,60,258,1665,60,24,7,1,0,74,3,15,12,2858,1,61,2920,3670
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3112,3,3,231,66,21,34,17,107,467,22,19,3,1,0,29,0,9,2,1028,0,27,1055,1716
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3113,2,2,88,51,26,19,9,72,461,22,8,2,0,0,24,1,4,3,790,0,16,806,1223
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3114,2,2,95,39,23,25,14,63,511,23,11,3,0,0,12,15,0,4,838,0,15,853,1274
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3115,3,3,111,75,35,30,21,106,529,22,8,1,0,0,46,3,12,4,1003,0,22,1025,1628
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3116,2,2,74,35,9,15,14,63,372,20,0,0,0,0,0,0,0,0,602,0,15,617,1017
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3117,2,2,92,49,4,23,12,57,330,8,8,3,0,0,26,0,4,3,619,4,16,639,965
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3118,6,6,158,94,47,63,66,151,1048,65,18,4,3,0,90,10,16,13,1846,1,66,1913,3847
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3119,4,4,84,46,18,36,43,129,788,20,8,0,0,0,52,2,18,14,1258,1,49,1308,2570
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3120,3,3,65,27,19,41,24,85,576,37,4,3,1,0,32,2,12,6,934,1,24,959,1782
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3121,2,2,40,34,12,18,8,64,273,9,5,1,0,0,25,0,3,0,492,1,10,503,809
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3122,1,1,56,32,15,14,6,43,247,10,5,0,0,0,18,0,0,0,446,0,10,456,717
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3123,2,2,50,9,22,14,9,35,297,13,10,0,0,0,21,0,3,6,489,0,14,503,840
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3124,2,2,98,58,10,24,12,70,428,24,10,3,0,0,27,0,6,3,773,0,21,794,1344
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3125,2,2,114,59,13,24,13,71,397,23,11,2,0,0,32,2,3,6,770,0,16,786,1227
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3126,1,1,46,11,9,8,5,31,195,8,5,2,0,1,12,0,4,3,340,1,5,346,533
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3127,2,2,72,31,6,12,5,35,298,19,6,0,1,0,28,0,2,5,520,1,9,530,768
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3128,1,1,56,24,11,8,12,39,270,9,5,0,0,0,19,0,2,3,458,0,11,469,701
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3129,4,4,118,56,37,60,23,102,892,25,13,1,0,0,60,2,20,9,1418,1,37,1456,2783
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3130,3,3,79,42,17,22,14,106,591,24,14,0,0,1,42,0,9,5,966,1,25,992,1577
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3131,2,2,92,52,13,29,19,97,467,20,14,2,0,0,29,2,6,7,849,0,24,873,1419
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3132,2,2,125,80,23,30,16,109,490,18,9,7,0,0,39,2,11,2,961,0,22,983,1428
3,30,VERACRUZ,5,POZA RICA DE HIDALGO,132,POZA RICA DE HIDALGO,3133,1,1,83,40,18,12,4,44,225,12,3,0,0,0,21,0,1,0,463,1,4,468,717
