ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
16,MICHOACAN,82,SUSUPUATO,10,15,15,38,192,98,,,1834,,,,,,,,,,,,2211,3,2214,4428,7256,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Susupuato%20.pdf
16,MICHOACAN,83,TACAMBARO,38,102,103,4671,6325,332,4565,2296,3686,7543,,135,,89,,,,,,,29642,21,1390,31053,60071,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/19%20Tac%C3%A1mbaro/Tac%C3%A1mbaro.pdf
16,MICHOACAN,84,TANCITARO,15,40,40,3279,985,302,490,383,1594,2182,643,41,,,,,,,,,10634,50,362,11046,24187,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/23%20Apatzing%C3%A1n/Tanc%C3%ADtaro.pdf
16,MICHOACAN,85,TANGAMANDAPIO,14,43,43,465,2288,731,863,1062,,6083,,,,,,,,,,,11750,4,361,12115,25661,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tangamandapio.pdf
16,MICHOACAN,86,TANGANCICUARO,27,55,55,3939,4376,445,242,457,,1824,,1069,,,,,,,,,12795,6,501,13302,30423,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Tanganc%C3%ADcuaro.pdf
16,MICHOACAN,87,TANHUATO,11,22,23,611,55,81,725,250,2916,1508,149,,,,,,,,,,6515,0,258,6773,12370,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Tanhuato.pdf
16,MICHOACAN,88,TARETAN,9,23,23,1808,330,202,3054,377,40,974,59,,112,,,,,,,,7187,1,329,7517,12326,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Taretan.pdf
16,MICHOACAN,89,TARIMBARO,45,126,127,3970,9730,1846,11381,2129,2980,6326,677,,263,878,,,,,,,42270,19,1231,43520,75807,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/08%20Tar%C3%ADmbaro/Tar%C3%ADmbaro.pdf
16,MICHOACAN,90,TEPALCATEPEC,15,31,31,269,1485,490,586,747,,2904,,,,,,,,,,,7278,0,419,7697,17106,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/21%20Coalcom%C3%A1n/Tepalcatepec.pdf
16,MICHOACAN,91,TINGAMBATO,5,16,17,51,1157,2861,77,94,138,849,117,,243,,,,,,,,5673,0,193,5866,8210,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/05%20Paracho/Tingambato.pdf
16,MICHOACAN,92,TINGUINDIN,11,24,25,2300,1358,206,309,1627,1319,550,11,,,,,,,,,,7685,1,195,7881,12289,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tinguindin.pdf
16,MICHOACAN,93,TIQUICHEO DE NICOLAS ROMERO,11,18,18,39,2400,365,29,1595,49,101,1818,,,,,,,,,,6621,1,325,6947,10425,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%c3%93MPUTO%20MUNICIPALES/18%20Huetamo/acta_computo_municipal_Ayuntamiento_Tiquicheo%20de%20Nicolas%20Romero.pdf
16,MICHOACAN,94,TLALPUJAHUA,15,36,36,408,540,2344,658,3497,2880,1063,174,297,,349,,,,,,,12790,2,443,13235,20690,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/03%20Maravat%C3%ADo/Tlalpujahua.pdf
16,MICHOACAN,95,TLAZAZALCA,12,17,17,39,91,946,38,53,,1558,142,575,22,,,,,,,,3465,0,193,3658,8510,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Tlazazalca.pdf
16,MICHOACAN,96,TOCUMBO,12,19,19,2700,139,,187,1858,342,415,,,,,,,,,,,6161,0,164,6325,10230,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tocumbo.pdf
16,MICHOACAN,97,TUMBISCATIO,5,8,8,15,65,51,283,95,,769,,1005,,,,,,,,,2289,0,211,2500,4969,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Tumbiscatio.pdf
16,MICHOACAN,98,TURICATO,36,52,52,288,1085,691,6041,954,1353,2512,,,,,,,,,,,12993,2,928,13923,25755,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/19%20Tac%C3%A1mbaro/Turicato.pdf
16,MICHOACAN,99,TUXPAN,17,37,38,481,704,2333,878,2670,124,3910,,,,,,,,,,,12699,5,596,13300,20962,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tuxpan.pdf
16,MICHOACAN,100,TUZANTLA,20,27,27,,1479,3126,164,162,,2115,,,,,,,,,,,7046,0,311,7357,12313,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tuzantla.pdf
16,MICHOACAN,101,TZINTZUNTZAN,10,21,21,59,1170,1382,1217,271,1815,930,50,,505,336,,,,,,,7873,1,300,8174,12267,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/15%20P%C3%A1tzcuaro/Tzintzuntzan.pdf
16,MICHOACAN,102,TZITZIO,15,20,21,148,1818,807,180,245,,1158,,,,,,,,,,,4431,1,246,4678,7903,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tzitzio.pdf
16,MICHOACAN,103,URUAPAN,150,433,435,7499,2148,1009,3601,3256,2207,21215,392,614,372,768,,,,,95381,,139312,30,5308,144650,264853,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%c3%93MPUTO%20MUNICIPALES/14%20Uruapan/acta_computo_municipal_Ayuntamiento_Uruapan.pdf
16,MICHOACAN,104,VENUSTIANO CARRANZA,22,39,39,2920,767,211,333,248,3393,3042,49,,25,,,,,,,,11638,1,380,12019,19839,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Venustiano%20Carranza.pdf
16,MICHOACAN,105,VILLAMAR,19,33,33,370,2080,277,269,343,1745,1731,232,,,,,,,,,,7317,14,265,7596,17111,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Villamar.pdf
16,MICHOACAN,106,VISTA HERMOSA,13,29,29,238,449,543,677,483,1087,4293,,,22,,,,,,,,7994,3,250,8247,16400,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Vista%20Hermosa.pdf
16,MICHOACAN,107,YURECUARO,19,42,43,319,,,1948,1198,53,3952,4668,,,88,,,,,,,13067,1,442,13510,24614,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Yur%C3%A9cuaro.pdf
16,MICHOACAN,108,ZACAPU,48,114,115,685,467,488,2503,2523,8927,14342,1836,,,1254,,,,,,,33122,17,1468,34607,64002,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Zacapu.pdf
16,MICHOACAN,109,ZAMORA,97,267,268,29168,4602,837,5855,2968,2095,17315,,5164,,243,,,,,,,68306,47,2336,70689,158640,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/06%20Zamora/Zamora.pdf
16,MICHOACAN,110,ZINAPARO,8,9,9,82,839,38,14,21,528,74,24,,,,,,,,,,1782,1,130,1913,3822,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Zin%C3%A1paro.pdf
16,MICHOACAN,111,ZINAPECUARO,32,72,73,1969,650,4304,1043,990,4194,6047,183,,,443,,,,,,,20446,5,870,21321,41547,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/12%20Hidalgo/Zinap%C3%A9cuaro.pdf
16,MICHOACAN,112,ZIRACUARETIRO,7,17,17,1876,698,303,567,284,142,1702,12,,,,,,,,,,6087,4,233,6324,10358,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Ziracuaretiro.pdf
16,MICHOACAN,113,ZITACUARO,81,211,212,4485,5836,4034,3870,10163,7518,19669,1558,323,,225,,,,2286,,,63476,63,5053,68592,125238,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/13%20Zit%C3%A1cuaro/Zit%C3%A1cuaro.pdf
