CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,B,1,0,B,0,2,27,0,21,12,22,82,1,0,0,1,3,2,1,0,0,18,4,0,1,2,1,2,0,0,0,0,202,0,15,217,391,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,C,1,0,C01,0,0,32,2,20,13,33,95,2,0,0,1,6,0,0,0,0,11,6,0,0,1,0,1,0,1,0,1,225,0,11,236,390,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,B,1,0,B,0,1,14,2,12,8,55,58,4,0,0,0,7,0,0,0,0,7,2,1,0,0,0,2,1,0,0,0,174,0,10,184,587,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,E,2,0,E02,0,1,1,0,14,6,79,95,2,0,0,0,5,0,0,0,0,6,1,0,0,1,0,1,1,2,0,1,216,0,7,223,294,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,B,1,0,B,0,0,5,0,14,12,43,64,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,2,149,201,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,B,1,0,B,0,2,12,2,8,4,49,63,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,1,147,0,4,151,219,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,B,1,0,B,0,2,32,1,10,1,40,71,2,0,0,1,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,173,0,6,179,234,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,B,1,0,B,0,2,5,3,17,4,40,122,2,0,0,2,7,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,213,0,4,217,296,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,B,1,0,B,0,1,4,2,12,4,134,165,4,0,0,1,4,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,338,0,5,343,429,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,B,1,0,B,0,2,10,0,5,3,33,73,1,0,0,1,5,2,0,0,0,4,0,1,1,3,0,1,0,1,0,2,148,0,6,154,215,Cotejo,,,
