CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,C,3,0,C03,0,5,16,4,26,10,7,149,0,22,1,2,3,2,2,0,1,0,0,0,0,0,0,0,250,0,4,254,645,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,C,4,0,C04,0,2,13,1,36,8,14,143,0,21,1,7,1,2,1,0,2,0,0,0,0,0,0,0,252,0,25,277,644,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,C,5,0,C05,0,8,17,6,26,15,10,149,0,16,0,6,1,0,1,0,6,0,0,0,0,0,0,0,261,0,41,302,644,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,C,6,0,C06,0,0,5,4,44,5,6,144,1,18,0,6,1,0,0,0,2,0,0,0,0,0,0,0,236,0,27,263,644,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,B,1,0,B,0,3,0,1,16,7,8,126,1,81,0,11,3,3,1,0,1,0,0,0,0,0,0,0,262,0,30,292,616,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,C,1,0,C01,0,4,1,0,28,10,8,128,0,79,1,17,2,8,5,0,2,1,0,0,0,0,0,0,294,0,32,326,616,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,C,2,0,C02,0,1,1,2,13,13,8,83,0,67,1,11,1,0,0,0,0,0,0,0,0,0,0,0,201,0,21,222,616,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,C,3,0,C03,0,1,6,0,16,5,8,119,0,87,1,12,0,4,1,0,0,0,0,0,0,0,0,0,260,0,25,285,615,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,C,4,0,C04,0,3,9,3,13,4,16,103,1,84,0,13,1,2,0,0,1,0,0,0,0,0,0,0,253,0,35,288,615,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,B,1,0,B,0,12,6,3,19,18,21,162,0,44,2,7,3,3,1,0,1,0,0,0,0,0,0,0,302,0,32,334,646,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,C,1,0,C01,0,10,17,5,25,12,19,166,0,44,0,6,2,2,5,0,2,0,0,1,0,0,0,0,316,0,20,336,646,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,C,2,0,C02,0,5,14,3,43,11,13,139,0,53,1,4,2,4,1,0,4,0,0,0,0,0,0,0,297,0,26,323,646,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,C,3,0,C03,0,2,5,2,40,19,22,151,1,40,2,8,1,2,2,0,3,0,0,0,0,0,0,0,300,0,30,330,646,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,C,4,0,C04,0,7,12,1,32,17,19,180,3,43,1,6,2,2,1,0,5,0,0,0,0,0,0,0,331,0,28,359,646,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,137,B,1,0,B,0,6,11,3,26,7,13,174,0,18,1,4,1,1,4,0,1,0,0,0,0,0,0,0,270,1,22,293,527,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,137,C,1,0,C01,0,1,13,6,16,11,17,176,1,32,1,7,2,5,2,0,0,0,0,0,0,0,0,0,290,0,20,310,527,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,0,A,11,0,VA11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,B,1,0,B,0,10,22,9,32,13,20,155,0,11,3,8,0,1,0,0,2,0,0,0,0,0,0,0,286,0,23,309,643,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,C,1,0,C01,0,3,10,12,34,15,23,156,2,12,2,7,1,1,6,0,1,0,0,1,0,0,0,0,286,0,31,317,643,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,C,2,0,C02,0,10,11,6,42,10,33,152,4,16,4,6,2,1,7,0,3,0,0,0,0,0,0,0,307,0,32,339,643,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,C,3,0,C03,0,9,10,4,27,5,18,165,1,3,1,13,0,1,12,0,2,0,0,0,0,0,0,0,271,0,21,292,643,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,C,4,0,C04,0,8,20,7,33,14,17,161,0,5,1,9,1,2,7,0,2,1,0,0,0,0,0,0,288,0,32,320,643,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,C,5,0,C05,0,8,9,4,32,16,24,146,4,6,2,5,3,1,6,0,2,0,0,0,0,0,0,0,268,0,33,301,642,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,151,B,1,0,B,0,4,11,6,42,12,16,214,3,13,1,4,1,0,0,0,3,0,0,0,0,0,0,0,330,0,24,354,597,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,151,C,1,0,C01,0,6,10,4,26,11,14,209,1,24,1,11,3,2,0,0,4,1,0,0,0,0,0,0,327,0,24,351,596,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,152,B,1,0,B,0,3,10,5,18,11,19,170,4,16,0,7,1,6,4,0,0,0,0,1,0,0,0,0,275,0,16,291,529,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,152,C,1,0,C01,0,3,6,3,21,11,17,190,0,14,0,8,0,0,1,0,2,0,0,0,0,0,0,0,276,0,23,299,528,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,153,B,1,0,B,0,12,8,12,45,7,18,176,2,48,0,10,1,1,0,0,1,0,0,1,0,0,0,0,342,0,52,394,705,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,153,C,1,0,C01,0,6,12,7,32,12,21,165,0,39,4,11,3,0,7,0,2,0,0,0,0,0,0,0,321,0,54,375,705,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,154,B,1,0,B,0,10,9,4,65,5,12,173,0,22,6,6,4,4,1,0,0,0,0,0,0,0,0,0,321,0,16,337,595,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,154,C,1,0,C01,0,6,16,4,66,6,14,158,0,18,5,3,10,9,3,0,0,3,0,0,0,0,0,0,321,0,30,351,594,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,155,B,1,0,B,0,5,15,12,25,12,20,171,0,43,0,10,3,4,4,0,2,0,1,0,0,0,0,0,327,0,36,363,668,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,155,C,1,0,C01,0,1,22,5,20,11,14,147,3,39,1,12,0,6,3,0,1,0,0,0,0,0,0,0,285,0,39,324,667,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,156,B,1,0,B,0,12,21,4,23,10,17,185,0,18,2,11,4,5,3,0,1,0,0,0,0,0,0,0,316,0,31,347,642,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,156,C,1,0,C01,0,15,13,4,43,13,31,209,2,6,3,8,2,3,3,0,1,0,0,0,0,0,0,0,356,0,25,381,641,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,313,B,1,0,B,0,2,5,3,156,3,12,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,13,238,399,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,313,C,1,0,C01,0,2,7,4,130,3,12,64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,224,0,9,233,398,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,314,B,1,0,B,0,0,9,1,63,3,6,105,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,201,0,19,220,473,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,315,B,1,0,B,0,2,16,1,36,0,8,110,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,195,0,23,218,386,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,315,C,1,0,C01,0,3,10,0,19,11,10,93,0,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,179,0,10,189,386,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,316,B,1,0,B,0,3,3,3,52,9,4,90,2,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0,183,0,17,200,407,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,316,C,1,0,C01,0,5,6,0,48,15,5,89,0,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,180,0,8,188,407,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,317,B,1,0,B,0,7,5,5,58,5,8,127,6,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,230,0,30,260,655,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,317,C,1,0,C01,0,7,4,4,65,7,10,130,3,8,0,4,0,0,2,0,2,0,0,0,0,0,0,0,246,0,24,270,655,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,318,B,1,0,B,0,3,8,3,33,4,6,140,0,7,0,1,2,0,0,0,1,0,0,0,0,0,0,0,208,0,19,227,521,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,318,C,1,0,C01,0,1,16,7,43,3,8,129,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,214,0,33,247,520,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,318,C,2,0,C02,0,4,10,2,42,5,2,128,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,198,0,22,220,520,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,319,B,1,0,B,0,6,10,6,79,10,13,123,1,17,1,1,2,0,2,0,2,2,0,0,0,0,0,0,275,0,25,300,549,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,319,C,1,0,C01,0,6,5,7,68,3,9,117,2,12,0,2,1,0,1,0,0,0,0,0,0,0,0,0,233,0,25,258,548,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,319,C,2,0,C02,0,0,7,2,63,10,10,129,1,6,1,2,0,1,3,0,2,0,0,0,0,0,0,0,237,0,21,258,548,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,320,B,1,0,B,0,4,20,2,94,12,10,217,6,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,374,2,24,400,715,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,320,C,1,0,C01,0,3,11,8,86,6,11,202,1,6,0,2,0,0,1,0,1,0,0,1,0,0,0,0,339,0,23,362,715,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,321,B,1,0,B,0,2,5,7,78,3,6,44,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152,0,17,169,319,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,322,B,1,0,B,0,4,6,2,237,5,14,83,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,354,0,29,383,746,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,323,B,1,0,B,0,2,1,1,224,5,8,45,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,290,0,17,307,532,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,323,C,1,0,C01,0,3,2,1,225,2,3,50,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,292,0,12,304,532,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,323,C,2,0,C02,0,3,7,1,224,3,0,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,284,0,15,299,532,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,324,B,1,0,B,0,3,6,9,178,3,10,82,1,6,0,5,0,1,2,0,1,0,0,0,0,0,0,0,307,0,18,325,607,ACTA LEVANTADA EN CONSEJO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,325,B,1,0,B,0,4,3,1,42,6,2,50,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,124,0,14,138,257,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,326,B,1,0,B,0,6,5,1,139,2,6,76,1,22,1,0,3,1,0,0,0,0,0,0,0,0,0,0,263,0,25,288,607,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,327,B,1,0,B,0,0,10,1,242,3,2,134,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,396,0,31,427,720,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,328,B,1,0,B,0,4,14,4,168,6,13,113,2,4,1,1,0,1,3,0,0,0,0,0,0,0,0,0,334,0,35,369,689,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,328,E,1,0,E01,0,1,2,1,54,0,5,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,7,84,157,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,328,E,2,0,E02,0,0,7,1,47,5,12,28,0,35,0,0,2,0,2,0,0,0,0,0,0,0,0,0,139,0,18,157,265,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,329,B,1,0,B,0,1,14,1,138,5,4,46,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,215,0,17,232,416,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,329,C,1,0,C01,0,0,6,1,138,2,6,48,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,0,22,227,415,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,330,B,1,0,B,0,1,3,0,157,4,3,46,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,219,0,11,230,404,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,330,C,1,0,C01,0,0,4,1,126,3,4,49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,189,0,23,212,403,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,0,A,12,0,VA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,331,B,1,0,B,0,0,8,4,115,2,8,110,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,250,0,33,283,525,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,331,C,1,0,C01,0,0,8,10,97,8,5,119,0,2,0,2,0,1,2,0,1,0,0,0,0,0,0,0,255,0,27,282,524,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,331,C,2,0,C02,0,1,13,1,146,5,9,86,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,267,0,35,302,524,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,332,B,1,0,B,0,1,6,5,186,9,5,106,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,328,0,29,357,341,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,335,B,1,0,B,0,2,5,1,109,4,3,75,1,2,0,2,0,2,1,0,0,1,0,0,0,0,0,0,208,0,21,229,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,335,C,1,0,C01,0,6,2,4,89,3,3,90,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,201,0,41,242,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,335,C,2,0,C02,0,6,1,1,86,2,5,79,1,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,190,0,27,217,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,336,B,1,0,B,0,2,12,2,155,6,0,121,0,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,308,0,30,338,606,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,336,C,1,0,C01,0,1,8,0,184,8,5,92,2,0,1,4,1,6,0,0,2,0,0,0,0,0,0,0,314,0,31,345,606,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,339,B,1,0,B,0,1,6,5,188,9,5,107,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,331,0,27,358,629,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,339,C,1,0,C01,0,0,3,2,190,9,5,85,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,304,0,30,334,629,ACTA LEVANTADA EN CONSEJO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,339,C,2,0,C02,0,1,9,4,190,5,2,94,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,313,0,34,347,629,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,340,B,1,0,B,0,15,29,5,118,15,13,121,6,27,0,1,1,0,3,0,1,0,0,1,0,0,0,0,356,0,35,391,686,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,341,B,1,0,B,0,14,31,7,16,23,6,211,0,9,0,0,0,1,2,0,2,1,0,0,0,0,0,0,323,0,31,354,492,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,342,B,1,0,B,0,0,3,0,4,76,6,25,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,122,0,8,130,231,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,348,B,1,0,B,0,0,6,6,7,59,18,29,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,33,173,291,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,349,B,1,0,B,0,4,20,17,57,15,20,160,3,4,2,3,2,0,3,0,0,0,0,2,0,0,0,0,312,0,34,346,582,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,350,B,1,0,B,0,4,40,5,83,11,7,118,0,3,1,0,0,13,4,0,2,0,0,0,0,0,0,0,291,0,17,308,498,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,350,C,1,0,C01,0,0,29,3,83,6,9,97,0,6,0,0,1,8,3,0,2,0,0,1,0,0,0,0,248,0,28,276,498,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,351,B,1,0,B,0,8,24,3,60,7,7,241,2,30,0,1,0,1,4,0,1,0,0,1,0,0,0,0,390,2,14,406,719,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,351,C,1,0,C01,0,15,30,4,65,5,6,229,1,41,0,0,0,5,3,0,1,0,0,0,0,0,0,0,405,0,20,425,718,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,352,B,1,0,B,0,6,54,2,40,7,7,177,1,25,0,2,3,1,1,0,0,0,0,0,0,0,0,0,326,0,41,367,614,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,356,B,1,0,B,0,2,23,9,11,6,16,166,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,240,0,24,264,614,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,356,C,1,0,C01,0,1,16,1,20,7,14,145,0,5,0,2,3,2,1,0,1,0,0,0,0,0,0,0,218,0,35,253,614,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,356,C,2,0,C02,0,2,17,7,17,9,10,166,0,2,0,0,4,2,0,0,0,0,0,1,0,0,0,0,237,0,29,266,614,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,356,C,3,0,C03,0,2,22,5,12,9,10,160,2,6,0,1,0,1,4,0,3,0,0,0,0,0,0,0,237,0,45,282,614,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,357,B,1,0,B,0,4,13,5,45,10,12,159,0,9,0,0,0,0,3,0,1,1,0,0,0,0,0,0,262,0,38,300,616,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,357,C,1,0,C01,0,2,22,5,74,9,11,142,2,13,0,3,1,2,5,0,2,1,0,1,0,0,0,0,295,0,39,334,616,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,358,B,1,0,B,0,3,59,1,30,26,8,115,1,2,0,2,3,0,3,0,1,0,0,1,0,0,0,0,255,0,27,282,463,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,359,B,1,0,B,0,1,9,13,28,8,11,137,0,2,1,1,15,1,14,0,0,0,0,2,0,0,0,0,243,0,30,273,515,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,359,C,1,0,C01,0,3,7,8,29,10,6,102,1,2,0,1,9,2,9,0,0,2,0,0,0,0,0,0,191,0,33,224,514,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,360,B,1,0,B,0,0,1,4,7,10,3,56,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,87,0,5,92,182,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,360,E,1,0,E01,0,3,31,15,21,14,4,52,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,152,0,9,161,248,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,361,B,1,0,B,0,3,5,5,60,10,6,84,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,180,0,23,203,341,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,364,B,1,0,B,0,2,27,6,28,81,33,105,0,11,2,2,0,1,2,0,3,0,0,0,0,0,0,0,303,0,31,334,679,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,364,C,1,0,C01,0,1,21,1,28,78,10,122,0,3,1,7,1,6,4,0,2,0,0,1,0,0,0,0,286,0,52,338,679,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,364,C,2,0,C02,0,3,19,7,13,58,18,108,0,11,1,4,0,3,2,0,1,0,0,0,0,0,0,0,248,1,37,286,678,ACTA CASILLA,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,365,B,1,0,B,0,5,20,3,22,12,21,149,0,13,0,1,5,1,0,0,3,0,0,0,0,0,0,0,255,0,35,290,581,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,366,B,1,0,B,0,2,12,14,47,10,20,131,1,2,0,2,13,0,1,0,0,0,0,0,0,0,0,0,255,0,27,282,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,366,C,1,0,C01,0,3,9,4,41,6,11,168,1,5,1,2,10,0,4,0,0,0,0,0,0,0,0,0,265,0,23,288,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,366,E,1,0,E01,0,2,6,1,9,13,10,84,0,3,0,1,6,0,4,0,2,1,0,0,0,0,0,0,142,0,23,165,277,ACTA CASILLA,,,
